target_label,model,evaluation_mode,n_train,n_test,accuracy,balanced_accuracy,macro_f1,normalized_mutual_information
regime_hat,logistic_regression,pooled_global,50820,21790,0.7942634235888022,0.7428315413714017,0.7348784061300027,0.47823147492308143
regime_hat,random_forest,pooled_global,50820,21790,0.7463974300137678,0.751789921853954,0.723083652400348,0.45198965808210023
regime_hat,logistic_regression,within_source_calibrated,50820,21790,0.9811381367599816,0.9815804669379752,0.9756068993955679,0.9103530544923417
regime_hat,random_forest,within_source_calibrated,50820,21790,0.9998623221661312,0.9998303088407215,0.9998041919749096,0.9986556575092546
regime_true,logistic_regression,pooled_global,50820,21790,0.889995410738871,0.8684210759230697,0.8640051427502341,0.6349648179356819
regime_true,random_forest,pooled_global,50820,21790,0.8999082147774209,0.8728105494936099,0.8741716201861648,0.6515448307729136
regime_true,logistic_regression,within_source_calibrated,50820,21790,0.8888939880679211,0.8637032164851938,0.8607698778109208,0.6313672971119231
regime_true,random_forest,within_source_calibrated,50820,21790,0.8933914639743001,0.8647929706450946,0.8662118205837742,0.6330972130531747
